date,bidopen,bidclose,bidhigh,bidlow,askopen,askclose,askhigh,asklow,tickqty
2020-04-05 21:00:00,117.178,117.167,117.175,117.123,117.276,117.254,117.272,117.202,30
2020-04-05 21:15:00,117.167,117.142,117.185,117.125,117.254,117.203,117.282,117.203,22
2020-04-05 21:30:00,117.142,117.251,117.268,117.21,117.203,117.354,117.369,117.308,32
2020-04-05 21:45:00,117.251,117.195,117.271,117.18,117.354,117.298,117.372,117.274,51
2020-04-05 22:00:00,117.195,117.379,117.417,117.107,117.298,117.41,117.452,117.186,4570
2020-04-05 22:15:00,117.379,117.273,117.389,117.248,117.41,117.31,117.426,117.281,5204
2020-04-05 22:30:00,117.273,117.299,117.327,117.214,117.31,117.321,117.351,117.244,9403
2020-04-05 22:45:00,117.299,117.318,117.337,117.254,117.321,117.34,117.36,117.284,3702
2020-04-05 23:00:00,117.318,117.403,117.414,117.308,117.34,117.428,117.443,117.333,6076
2020-04-05 23:15:00,117.403,117.504,117.507,117.382,117.428,117.527,117.529,117.405,5930
2020-04-05 23:30:00,117.504,117.439,117.505,117.416,117.527,117.461,117.527,117.441,5235
2020-04-05 23:45:00,117.439,117.464,117.502,117.356,117.461,117.491,117.531,117.38,6415
2020-04-06 00:00:00,117.464,117.574,117.668,117.424,117.491,117.601,117.692,117.444,13631
2020-04-06 00:15:00,117.574,117.706,117.755,117.568,117.601,117.731,117.78,117.59,8878
2020-04-06 00:30:00,117.706,117.863,117.964,117.654,117.731,117.885,117.983,117.679,13712
2020-04-06 00:45:00,117.863,117.803,117.878,117.768,117.885,117.831,117.901,117.79,11436
2020-04-06 01:00:00,117.803,117.907,117.934,117.756,117.831,117.931,117.953,117.782,8461
2020-04-06 01:15:00,117.907,117.775,117.933,117.773,117.931,117.799,117.956,117.797,7317
2020-04-06 01:30:00,117.775,117.731,117.796,117.684,117.799,117.752,117.816,117.707,7620
2020-04-06 01:45:00,117.731,117.743,117.772,117.626,117.752,117.764,117.794,117.648,8149
2020-04-06 02:00:00,117.743,117.765,117.833,117.721,117.764,117.788,117.855,117.746,5618
2020-04-06 02:15:00,117.765,117.82,117.843,117.748,117.788,117.84,117.865,117.77,5667
2020-04-06 02:30:00,117.82,117.744,117.82,117.689,117.84,117.766,117.841,117.711,5221
2020-04-06 02:45:00,117.744,117.773,117.789,117.729,117.766,117.796,117.807,117.752,5236
2020-04-06 03:00:00,117.773,117.736,117.793,117.685,117.796,117.76,117.815,117.711,4523
2020-04-06 03:15:00,117.736,117.762,117.777,117.686,117.76,117.783,117.8,117.706,3656
2020-04-06 03:30:00,117.762,117.731,117.808,117.729,117.783,117.751,117.829,117.75,4725
2020-04-06 03:45:00,117.731,117.721,117.742,117.704,117.751,117.743,117.762,117.724,3802
2020-04-06 04:00:00,117.721,117.751,117.774,117.706,117.743,117.772,117.796,117.727,3734
2020-04-06 04:15:00,117.751,117.818,117.855,117.745,117.772,117.837,117.879,117.766,3639
2020-04-06 04:30:00,117.818,117.813,117.859,117.795,117.837,117.836,117.881,117.818,5084
2020-04-06 04:45:00,117.813,117.796,117.898,117.777,117.836,117.814,117.919,117.796,6830
2020-04-06 05:00:00,117.796,117.847,117.876,117.742,117.814,117.873,117.898,117.76,7188
2020-04-06 05:15:00,117.847,117.947,117.958,117.834,117.873,117.968,117.981,117.855,7045
2020-04-06 05:30:00,117.947,118.034,118.06,117.929,117.968,118.056,118.08,117.956,6037
2020-04-06 05:45:00,118.034,118.029,118.134,118.029,118.056,118.056,118.151,118.053,8781
2020-04-06 06:00:00,118.029,117.964,118.079,117.951,118.056,117.99,118.1,117.971,7791
2020-04-06 06:15:00,117.964,117.936,117.97,117.856,117.99,117.956,117.989,117.873,8701
2020-04-06 06:30:00,117.936,117.976,118.014,117.924,117.956,117.993,118.033,117.943,5307
2020-04-06 06:45:00,117.976,118.014,118.024,117.947,117.993,118.033,118.043,117.963,6437
2020-04-06 07:00:00,118.014,118.134,118.141,117.992,118.033,118.154,118.157,118.009,8676
2020-04-06 07:15:00,118.134,118.276,118.276,118.099,118.154,118.294,118.295,118.116,7372
2020-04-06 07:30:00,118.276,118.174,118.299,118.16,118.294,118.191,118.319,118.181,7561
2020-04-06 07:45:00,118.174,118.099,118.27,118.084,118.191,118.117,118.291,118.103,8646
2020-04-06 08:00:00,118.099,118.044,118.107,118.01,118.117,118.062,118.128,118.027,7430
2020-04-06 08:15:00,118.044,117.926,118.049,117.896,118.062,117.958,118.068,117.914,6784
2020-04-06 08:30:00,117.926,117.76,117.934,117.74,117.958,117.781,117.96,117.76,9030
2020-04-06 08:45:00,117.76,117.84,117.879,117.744,117.781,117.861,117.899,117.761,8731
2020-04-06 09:00:00,117.84,117.918,117.919,117.818,117.861,117.94,117.94,117.838,7971
2020-04-06 09:15:00,117.918,117.896,118.005,117.896,117.94,117.917,118.027,117.917,5490
2020-04-06 09:30:00,117.896,118.042,118.053,117.889,117.917,118.063,118.072,117.908,6389
2020-04-06 09:45:00,118.042,118.072,118.078,117.999,118.063,118.09,118.096,118.021,5321
2020-04-06 10:00:00,118.072,118.05,118.139,118.022,118.09,118.071,118.162,118.042,5059
2020-04-06 10:15:00,118.05,118.013,118.054,117.988,118.071,118.031,118.072,118.008,4002
2020-04-06 10:30:00,118.013,118.009,118.059,117.96,118.031,118.03,118.079,117.979,4510
2020-04-06 10:45:00,118.009,117.865,118.011,117.855,118.03,117.883,118.033,117.877,4076
2020-04-06 11:00:00,117.865,117.848,117.882,117.773,117.883,117.868,117.902,117.796,4593
2020-04-06 11:15:00,117.848,117.724,117.869,117.661,117.868,117.745,117.89,117.682,7722
2020-04-06 11:30:00,117.724,117.665,117.738,117.627,117.745,117.69,117.757,117.648,5845
2020-04-06 11:45:00,117.665,117.624,117.677,117.549,117.69,117.648,117.696,117.571,5541
2020-04-06 12:00:00,117.624,117.529,117.652,117.5,117.648,117.55,117.673,117.524,7374
2020-04-06 12:15:00,117.529,117.529,117.601,117.499,117.55,117.548,117.621,117.519,6877
2020-04-06 12:30:00,117.529,117.595,117.648,117.524,117.548,117.618,117.667,117.546,5876
2020-04-06 12:45:00,117.595,117.664,117.693,117.561,117.618,117.686,117.713,117.58,6265
2020-04-06 13:00:00,117.664,117.653,117.68,117.573,117.686,117.672,117.701,117.593,6911
2020-04-06 13:15:00,117.653,117.591,117.681,117.579,117.672,117.611,117.701,117.599,5510
2020-04-06 13:30:00,117.591,117.561,117.595,117.447,117.611,117.578,117.616,117.466,10372
2020-04-06 13:45:00,117.561,117.768,117.775,117.557,117.578,117.792,117.794,117.573,12727
2020-04-06 14:00:00,117.768,117.916,117.934,117.727,117.792,117.937,117.954,117.749,12567
2020-04-06 14:15:00,117.916,117.813,117.959,117.804,117.937,117.832,117.979,117.824,8648
2020-04-06 14:30:00,117.813,117.7,117.828,117.695,117.832,117.722,117.849,117.715,8872
2020-04-06 14:45:00,117.7,117.683,117.773,117.638,117.722,117.7,117.793,117.658,10471
2020-04-06 15:00:00,117.683,117.876,117.888,117.651,117.7,117.896,117.907,117.673,8149
2020-04-06 15:15:00,117.876,117.874,117.908,117.797,117.896,117.893,117.93,117.816,7103
2020-04-06 15:30:00,117.874,117.86,117.909,117.832,117.893,117.881,117.93,117.853,5456
2020-04-06 15:45:00,117.86,117.902,117.966,117.819,117.881,117.923,117.984,117.841,6675
2020-04-06 16:00:00,117.902,117.835,117.909,117.776,117.923,117.856,117.929,117.797,5995
2020-04-06 16:15:00,117.835,117.889,117.905,117.823,117.856,117.911,117.925,117.843,5014
2020-04-06 16:30:00,117.889,117.763,117.902,117.754,117.911,117.786,117.921,117.774,5322
2020-04-06 16:45:00,117.763,117.752,117.782,117.715,117.786,117.773,117.803,117.734,6336
2020-04-06 17:00:00,117.752,117.771,117.795,117.74,117.773,117.791,117.816,117.761,4907
2020-04-06 17:15:00,117.771,117.645,117.771,117.644,117.791,117.666,117.794,117.663,4933
2020-04-06 17:30:00,117.645,117.725,117.728,117.624,117.666,117.744,117.75,117.643,4237
2020-04-06 17:45:00,117.725,117.737,117.774,117.695,117.744,117.759,117.796,117.715,3937
2020-04-06 18:00:00,117.737,117.722,117.762,117.684,117.759,117.746,117.784,117.706,3569
2020-04-06 18:15:00,117.722,117.637,117.723,117.632,117.746,117.653,117.745,117.651,4084
2020-04-06 18:30:00,117.637,117.665,117.684,117.631,117.653,117.689,117.704,117.651,3604
2020-04-06 18:45:00,117.665,117.731,117.771,117.664,117.689,117.751,117.792,117.681,4466
2020-04-06 19:00:00,117.731,117.709,117.783,117.654,117.751,117.73,117.802,117.672,7339
2020-04-06 19:15:00,117.709,117.743,117.769,117.645,117.73,117.764,117.791,117.668,6651
2020-04-06 19:30:00,117.743,117.755,117.835,117.704,117.764,117.777,117.856,117.724,6114
2020-04-06 19:45:00,117.755,117.857,117.912,117.721,117.777,117.878,117.934,117.743,8753
2020-04-06 20:00:00,117.857,117.814,117.864,117.796,117.878,117.835,117.885,117.819,5553
2020-04-06 20:15:00,117.814,117.804,117.854,117.799,117.835,117.825,117.873,117.821,3041
2020-04-06 20:30:00,117.804,117.84,117.854,117.797,117.825,117.868,117.881,117.823,3407
2020-04-06 20:45:00,117.84,117.84,117.894,117.789,117.868,117.917,117.941,117.817,2294
2020-04-06 21:00:00,117.84,117.882,117.942,117.828,117.917,117.926,117.976,117.901,579
2020-04-06 21:15:00,117.882,117.877,117.883,117.846,117.926,117.929,117.951,117.899,952
2020-04-06 21:30:00,117.877,117.876,117.909,117.831,117.929,117.95,117.971,117.906,2167
2020-04-06 21:45:00,117.876,117.859,117.912,117.841,117.95,117.944,117.961,117.931,1364
2020-04-06 22:00:00,117.859,117.824,117.869,117.819,117.944,117.854,117.961,117.847,1366
2020-04-06 22:15:00,117.824,117.829,117.864,117.805,117.854,117.856,117.891,117.839,2713
2020-04-06 22:30:00,117.829,117.763,117.859,117.752,117.856,117.786,117.886,117.78,2402
2020-04-06 22:45:00,117.763,117.776,117.795,117.734,117.786,117.796,117.825,117.757,3236
2020-04-06 23:00:00,117.776,117.778,117.818,117.772,117.796,117.795,117.842,117.79,2849
2020-04-06 23:15:00,117.778,117.781,117.815,117.748,117.795,117.806,117.838,117.769,4051
2020-04-06 23:30:00,117.781,117.9,117.932,117.768,117.806,117.924,117.952,117.795,4870
2020-04-06 23:45:00,117.9,117.842,117.902,117.799,117.924,117.865,117.924,117.821,6072
2020-04-07 00:00:00,117.842,117.743,117.848,117.727,117.865,117.765,117.867,117.745,8609
2020-04-07 00:15:00,117.743,117.714,117.754,117.628,117.765,117.736,117.778,117.649,6152
2020-04-07 00:30:00,117.714,117.597,117.739,117.545,117.736,117.619,117.764,117.564,6347
2020-04-07 00:45:00,117.597,117.656,117.773,117.593,117.619,117.681,117.794,117.616,8836
2020-04-07 01:00:00,117.656,117.669,117.719,117.615,117.681,117.693,117.741,117.635,4813
2020-04-07 01:15:00,117.669,117.76,117.812,117.662,117.693,117.781,117.829,117.687,4121
2020-04-07 01:30:00,117.76,117.674,117.789,117.659,117.781,117.695,117.81,117.681,5115
2020-04-07 01:45:00,117.674,117.646,117.69,117.605,117.695,117.67,117.71,117.627,6218
2020-04-07 02:00:00,117.646,117.625,117.69,117.619,117.67,117.647,117.709,117.635,4489
2020-04-07 02:15:00,117.625,117.568,117.629,117.5,117.647,117.591,117.651,117.523,5957
2020-04-07 02:30:00,117.568,117.653,117.671,117.548,117.591,117.676,117.695,117.569,4778
2020-04-07 02:45:00,117.653,117.715,117.745,117.614,117.676,117.736,117.764,117.635,3994
2020-04-07 03:00:00,117.715,117.669,117.738,117.666,117.736,117.691,117.757,117.686,3238
2020-04-07 03:15:00,117.669,117.667,117.687,117.63,117.691,117.688,117.707,117.653,4093
2020-04-07 03:30:00,117.667,117.67,117.709,117.615,117.688,117.692,117.731,117.636,5203
2020-04-07 03:45:00,117.67,117.634,117.682,117.599,117.692,117.656,117.702,117.619,5073
2020-04-07 04:00:00,117.634,117.658,117.672,117.601,117.656,117.68,117.694,117.622,4536
2020-04-07 04:15:00,117.658,117.634,117.675,117.62,117.68,117.656,117.696,117.642,4163
2020-04-07 04:30:00,117.634,117.716,117.722,117.601,117.656,117.736,117.742,117.623,6096
2020-04-07 04:45:00,117.716,117.75,117.765,117.635,117.736,117.77,117.786,117.654,7115
2020-04-07 05:00:00,117.75,117.762,117.834,117.734,117.77,117.78,117.857,117.755,5099
2020-04-07 05:15:00,117.762,117.747,117.8,117.709,117.78,117.767,117.821,117.731,3851
2020-04-07 05:30:00,117.747,117.845,117.854,117.72,117.767,117.866,117.876,117.741,6072
2020-04-07 05:45:00,117.845,117.846,117.9,117.807,117.866,117.872,117.924,117.831,7116
2020-04-07 06:00:00,117.846,117.888,117.914,117.769,117.872,117.906,117.936,117.79,6630
2020-04-07 06:15:00,117.888,117.906,118.019,117.872,117.906,117.925,118.038,117.891,7222
2020-04-07 06:30:00,117.906,118.017,118.064,117.9,117.925,118.041,118.083,117.923,6177
2020-04-07 06:45:00,118.017,118.186,118.218,118.007,118.041,118.207,118.238,118.031,9102
2020-04-07 07:00:00,118.186,118.301,118.308,118.136,118.207,118.321,118.326,118.156,11174
2020-04-07 07:15:00,118.301,118.315,118.355,118.264,118.321,118.336,118.376,118.283,8944
2020-04-07 07:30:00,118.315,118.352,118.398,118.228,118.336,118.371,118.415,118.25,7337
2020-04-07 07:45:00,118.352,118.425,118.428,118.318,118.371,118.446,118.448,118.338,7678
2020-04-07 08:00:00,118.425,118.302,118.447,118.253,118.446,118.321,118.466,118.275,6227
2020-04-07 08:15:00,118.302,118.31,118.385,118.288,118.321,118.333,118.407,118.305,4936
2020-04-07 08:30:00,118.31,118.257,118.324,118.179,118.333,118.278,118.344,118.193,6225
2020-04-07 08:45:00,118.257,118.313,118.316,118.225,118.278,118.336,118.337,118.247,4977
2020-04-07 09:00:00,118.313,118.399,118.402,118.301,118.336,118.419,118.421,118.323,6017
2020-04-07 09:15:00,118.399,118.475,118.511,118.373,118.419,118.494,118.53,118.397,5871
2020-04-07 09:30:00,118.475,118.467,118.539,118.428,118.494,118.486,118.56,118.45,7266
2020-04-07 09:45:00,118.467,118.586,118.598,118.466,118.486,118.604,118.616,118.484,4898
2020-04-07 10:00:00,118.586,118.77,118.837,118.583,118.604,118.786,118.857,118.601,7419
2020-04-07 10:15:00,118.77,118.719,118.787,118.695,118.786,118.74,118.804,118.717,6069
2020-04-07 10:30:00,118.719,118.672,118.766,118.66,118.74,118.69,118.787,118.679,5460
2020-04-07 10:45:00,118.672,118.657,118.689,118.623,118.69,118.674,118.706,118.644,5280
2020-04-07 11:00:00,118.657,118.649,118.68,118.609,118.674,118.669,118.699,118.629,4858
2020-04-07 11:15:00,118.649,118.533,118.65,118.505,118.669,118.552,118.67,118.525,5112
2020-04-07 11:30:00,118.533,118.493,118.538,118.423,118.552,118.513,118.556,118.441,6653
2020-04-07 11:45:00,118.493,118.514,118.564,118.463,118.513,118.533,118.584,118.483,6542
2020-04-07 12:00:00,118.514,118.541,118.555,118.435,118.533,118.56,118.574,118.453,6839
2020-04-07 12:15:00,118.541,118.754,118.783,118.539,118.56,118.775,118.802,118.558,9311
2020-04-07 12:30:00,118.754,118.827,118.833,118.702,118.775,118.843,118.846,118.723,6849
2020-04-07 12:45:00,118.827,118.851,118.97,118.781,118.843,118.875,118.989,118.801,7419
2020-04-07 13:00:00,118.851,118.859,118.953,118.837,118.875,118.879,118.971,118.854,7358
2020-04-07 13:15:00,118.859,118.92,118.929,118.811,118.879,118.939,118.949,118.831,6248
2020-04-07 13:30:00,118.92,118.922,118.939,118.805,118.939,118.941,118.959,118.823,10785
2020-04-07 13:45:00,118.922,118.978,118.997,118.885,118.941,119.001,119.018,118.899,10172
2020-04-07 14:00:00,118.978,118.928,119.029,118.897,119.001,118.948,119.049,118.916,9457
2020-04-07 14:15:00,118.928,118.759,119.026,118.743,118.948,118.777,119.05,118.76,11888
2020-04-07 14:30:00,118.759,118.75,118.827,118.728,118.777,118.77,118.846,118.746,8370
2020-04-07 14:45:00,118.75,118.605,118.757,118.514,118.77,118.624,118.777,118.53,14146
2020-04-07 15:00:00,118.605,118.684,118.702,118.566,118.624,118.705,118.722,118.586,12951
2020-04-07 15:15:00,118.684,118.581,118.719,118.57,118.705,118.603,118.741,118.59,8067
2020-04-07 15:30:00,118.581,118.714,118.733,118.557,118.603,118.733,118.753,118.577,7252
2020-04-07 15:45:00,118.714,118.625,118.776,118.619,118.733,118.644,118.798,118.638,7176
2020-04-07 16:00:00,118.625,118.647,118.704,118.604,118.644,118.668,118.727,118.624,6293
2020-04-07 16:15:00,118.647,118.72,118.735,118.623,118.668,118.744,118.756,118.645,6698
2020-04-07 16:30:00,118.72,118.719,118.789,118.632,118.744,118.741,118.811,118.652,7430
2020-04-07 16:45:00,118.719,118.582,118.745,118.56,118.741,118.6,118.766,118.58,6752
2020-04-07 17:00:00,118.582,118.627,118.728,118.577,118.6,118.648,118.75,118.599,6492
2020-04-07 17:15:00,118.627,118.624,118.666,118.594,118.648,118.644,118.686,118.616,5471
2020-04-07 17:30:00,118.624,118.656,118.705,118.607,118.644,118.678,118.728,118.628,5103
2020-04-07 17:45:00,118.656,118.762,118.775,118.649,118.678,118.782,118.797,118.671,4504
2020-04-07 18:00:00,118.762,118.702,118.771,118.624,118.782,118.722,118.792,118.647,5877
2020-04-07 18:15:00,118.702,118.64,118.719,118.575,118.722,118.662,118.741,118.596,5568
2020-04-07 18:30:00,118.64,118.622,118.738,118.603,118.662,118.643,118.757,118.626,6925
2020-04-07 18:45:00,118.622,118.672,118.703,118.619,118.643,118.696,118.722,118.639,6627
2020-04-07 19:00:00,118.672,118.753,118.766,118.669,118.696,118.771,118.786,118.691,5321
2020-04-07 19:15:00,118.753,118.666,118.773,118.657,118.771,118.687,118.793,118.677,5928
2020-04-07 19:30:00,118.666,118.621,118.708,118.606,118.687,118.641,118.729,118.628,6866
2020-04-07 19:45:00,118.621,118.588,118.67,118.582,118.641,118.611,118.691,118.603,7788
2020-04-07 20:00:00,118.588,118.534,118.595,118.481,118.611,118.555,118.616,118.505,3143
2020-04-07 20:15:00,118.534,118.543,118.579,118.534,118.555,118.563,118.601,118.555,1131
2020-04-07 20:30:00,118.543,118.516,118.576,118.51,118.563,118.542,118.596,118.532,3427
2020-04-07 20:45:00,118.516,118.406,118.544,118.398,118.542,118.502,118.565,118.489,2957
2020-04-07 21:00:00,118.406,118.411,118.411,118.408,118.502,118.508,118.511,118.508,4
2020-04-07 21:15:00,118.411,118.377,118.482,118.377,118.508,118.473,118.572,118.467,22
2020-04-07 21:30:00,118.377,118.459,118.487,118.34,118.473,118.548,118.586,118.442,1826
2020-04-07 21:45:00,118.459,118.414,118.482,118.411,118.548,118.508,118.557,118.498,2959
2020-04-07 22:00:00,118.414,118.446,118.521,118.416,118.508,118.48,118.565,118.451,2519
2020-04-07 22:15:00,118.446,118.489,118.519,118.447,118.48,118.526,118.542,118.48,1931
2020-04-07 22:30:00,118.489,118.511,118.529,118.466,118.526,118.55,118.558,118.488,5677
2020-04-07 22:45:00,118.511,118.486,118.518,118.466,118.55,118.517,118.554,118.487,3334
2020-04-07 23:00:00,118.486,118.362,118.493,118.352,118.517,118.39,118.519,118.375,4588
2020-04-07 23:15:00,118.362,118.398,118.41,118.331,118.39,118.422,118.436,118.356,5825
2020-04-07 23:30:00,118.398,118.481,118.485,118.371,118.422,118.502,118.507,118.396,5864
2020-04-07 23:45:00,118.481,118.366,118.492,118.351,118.502,118.39,118.514,118.372,4675
2020-04-08 00:00:00,118.366,118.239,118.392,118.219,118.39,118.264,118.416,118.238,9287
2020-04-08 00:15:00,118.239,118.108,118.256,118.09,118.264,118.136,118.28,118.112,9962
2020-04-08 00:30:00,118.108,118.092,118.16,118.037,118.136,118.114,118.188,118.059,11696
2020-04-08 00:45:00,118.092,118.029,118.152,118.018,118.114,118.054,118.176,118.041,11667
2020-04-08 01:00:00,118.029,118.151,118.2,118.004,118.054,118.179,118.22,118.031,9039
2020-04-08 01:15:00,118.151,118.38,118.401,118.151,118.179,118.405,118.421,118.174,9153
2020-04-08 01:30:00,118.38,118.291,118.396,118.25,118.405,118.314,118.422,118.27,7583
2020-04-08 01:45:00,118.291,118.148,118.294,118.133,118.314,118.168,118.316,118.153,6743
2020-04-08 02:00:00,118.148,118.218,118.22,118.128,118.168,118.241,118.243,118.15,6074
2020-04-08 02:15:00,118.218,118.22,118.226,118.17,118.241,118.241,118.249,118.19,5562
2020-04-08 02:30:00,118.22,118.234,118.256,118.193,118.241,118.256,118.277,118.214,5273
2020-04-08 02:45:00,118.234,118.226,118.275,118.216,118.256,118.25,118.296,118.237,5682
2020-04-08 03:00:00,118.226,118.174,118.231,118.148,118.25,118.196,118.254,118.17,5423
2020-04-08 03:15:00,118.174,118.197,118.198,118.132,118.196,118.218,118.22,118.153,4181
2020-04-08 03:30:00,118.197,118.179,118.236,118.173,118.218,118.201,118.256,118.193,4856
2020-04-08 03:45:00,118.179,118.201,118.217,118.165,118.201,118.222,118.236,118.186,4940
2020-04-08 04:00:00,118.201,118.304,118.307,118.184,118.222,118.323,118.328,118.202,5366
2020-04-08 04:15:00,118.304,118.395,118.413,118.297,118.323,118.416,118.434,118.316,7547
2020-04-08 04:30:00,118.395,118.352,118.406,118.329,118.416,118.372,118.429,118.351,3670
2020-04-08 04:45:00,118.352,118.322,118.379,118.288,118.372,118.348,118.4,118.307,5716
2020-04-08 05:00:00,118.322,118.393,118.394,118.288,118.348,118.414,118.415,118.312,4569
2020-04-08 05:15:00,118.393,118.45,118.484,118.367,118.414,118.469,118.504,118.389,5452
2020-04-08 05:30:00,118.45,118.443,118.471,118.363,118.469,118.465,118.495,118.387,6187
2020-04-08 05:45:00,118.443,118.443,118.516,118.428,118.465,118.473,118.536,118.446,6050
2020-04-08 06:00:00,118.443,118.03,118.453,117.971,118.473,118.053,118.48,117.986,16531
2020-04-08 06:15:00,118.03,117.996,118.054,117.907,118.053,118.022,118.078,117.93,10632
2020-04-08 06:30:00,117.996,118.017,118.066,117.952,118.022,118.04,118.086,117.974,7727
2020-04-08 06:45:00,118.017,118.089,118.092,118.017,118.04,118.109,118.114,118.039,6915
2020-04-08 07:00:00,118.089,118.138,118.192,118.07,118.109,118.158,118.21,118.09,10052
2020-04-08 07:15:00,118.138,118.082,118.149,118.006,118.158,118.103,118.169,118.026,7717
2020-04-08 07:30:00,118.082,118.161,118.166,118.056,118.103,118.179,118.183,118.078,7473
2020-04-08 07:45:00,118.161,118.193,118.218,118.103,118.179,118.211,118.237,118.123,5813
2020-04-08 08:00:00,118.193,118.083,118.201,118.065,118.211,118.106,118.222,118.086,5214
2020-04-08 08:15:00,118.083,118.058,118.115,118.023,118.106,118.079,118.136,118.044,4109
2020-04-08 08:30:00,118.058,118.088,118.091,117.983,118.079,118.107,118.111,117.999,5278
2020-04-08 08:45:00,118.088,118.15,118.17,118.07,118.107,118.171,118.189,118.088,5029
2020-04-08 09:00:00,118.15,118.239,118.34,118.149,118.171,118.263,118.357,118.169,6366
2020-04-08 09:15:00,118.239,118.333,118.338,118.205,118.263,118.351,118.356,118.226,5703
2020-04-08 09:30:00,118.333,118.24,118.348,118.239,118.351,118.261,118.371,118.259,5297
2020-04-08 09:45:00,118.24,118.224,118.303,118.187,118.261,118.244,118.321,118.204,5573
2020-04-08 10:00:00,118.224,118.215,118.328,118.209,118.244,118.235,118.35,118.228,4698
2020-04-08 10:15:00,118.215,118.287,118.317,118.208,118.235,118.306,118.334,118.228,4328
2020-04-08 10:30:00,118.287,118.323,118.359,118.28,118.306,118.341,118.381,118.298,4966
2020-04-08 10:45:00,118.323,118.308,118.342,118.29,118.341,118.332,118.363,118.311,4197
2020-04-08 11:00:00,118.308,118.413,118.419,118.254,118.332,118.434,118.441,118.275,6142
2020-04-08 11:15:00,118.413,118.435,118.449,118.363,118.434,118.458,118.472,118.384,6730
2020-04-08 11:30:00,118.435,118.296,118.436,118.269,118.458,118.312,118.457,118.285,6035
2020-04-08 11:45:00,118.296,118.342,118.394,118.212,118.312,118.361,118.415,118.229,5459
2020-04-08 12:00:00,118.342,118.339,118.363,118.312,118.361,118.361,118.383,118.332,5696
2020-04-08 12:15:00,118.339,118.391,118.399,118.33,118.361,118.41,118.42,118.351,5378
2020-04-08 12:30:00,118.391,118.386,118.415,118.334,118.41,118.405,118.438,118.357,5631
2020-04-08 12:45:00,118.386,118.429,118.489,118.374,118.405,118.445,118.511,118.394,5895
2020-04-08 13:00:00,118.429,118.539,118.687,118.422,118.445,118.557,118.706,118.443,10378
2020-04-08 13:15:00,118.539,118.49,118.581,118.469,118.557,118.512,118.6,118.49,7589
2020-04-08 13:30:00,118.49,118.351,118.524,118.34,118.512,118.368,118.542,118.357,10200
2020-04-08 13:45:00,118.351,118.327,118.418,118.298,118.368,118.349,118.438,118.319,11295
2020-04-08 14:00:00,118.327,118.383,118.421,118.314,118.349,118.403,118.441,118.334,9247
2020-04-08 14:15:00,118.383,118.401,118.424,118.347,118.403,118.422,118.446,118.366,7120
2020-04-08 14:30:00,118.401,118.228,118.408,118.192,118.422,118.248,118.428,118.213,9160
2020-04-08 14:45:00,118.228,118.098,118.252,117.998,118.248,118.117,118.267,118.017,14311
2020-04-08 15:00:00,118.098,118.249,118.267,118.095,118.117,118.267,118.287,118.114,10455
2020-04-08 15:15:00,118.249,118.2,118.307,118.149,118.267,118.222,118.327,118.168,10591
2020-04-08 15:30:00,118.2,118.131,118.285,118.103,118.222,118.152,118.308,118.125,9929
2020-04-08 15:45:00,118.131,118.078,118.159,118.034,118.152,118.099,118.179,118.054,6480
2020-04-08 16:00:00,118.078,117.994,118.115,117.975,118.099,118.016,118.136,117.995,6486
2020-04-08 16:15:00,117.994,117.935,118.003,117.929,118.016,117.956,118.025,117.949,5621
2020-04-08 16:30:00,117.935,117.98,118.057,117.929,117.956,118.0,118.078,117.949,5223
2020-04-08 16:45:00,117.98,118.007,118.029,117.945,118.0,118.03,118.049,117.963,7038
2020-04-08 17:00:00,118.007,118.043,118.043,117.974,118.03,118.062,118.065,117.996,5108
2020-04-08 17:15:00,118.043,117.994,118.073,117.972,118.062,118.016,118.093,117.993,4587
2020-04-08 17:30:00,117.994,118.049,118.077,117.987,118.016,118.07,118.096,118.008,3661
2020-04-08 17:45:00,118.049,118.12,118.132,118.037,118.07,118.164,118.174,118.057,4326
2020-04-08 18:00:00,118.12,118.105,118.172,118.086,118.164,118.125,118.193,118.111,5614
2020-04-08 18:15:00,118.105,118.193,118.21,118.105,118.125,118.214,118.231,118.125,5515
2020-04-08 18:30:00,118.193,118.218,118.261,118.183,118.214,118.241,118.28,118.201,4294
2020-04-08 18:45:00,118.218,118.187,118.247,118.181,118.241,118.21,118.268,118.201,4777
2020-04-08 19:00:00,118.187,118.22,118.257,118.18,118.21,118.24,118.277,118.202,3667
2020-04-08 19:15:00,118.22,118.203,118.258,118.198,118.24,118.227,118.278,118.219,3401
2020-04-08 19:30:00,118.203,118.139,118.219,118.081,118.227,118.157,118.241,118.099,5074
2020-04-08 19:45:00,118.139,118.126,118.211,118.117,118.157,118.147,118.234,118.14,6676
2020-04-08 20:00:00,118.126,118.168,118.181,118.108,118.147,118.192,118.204,118.133,2278
2020-04-08 20:15:00,118.168,118.134,118.173,118.133,118.192,118.157,118.196,118.156,1126
2020-04-08 20:30:00,118.134,118.132,118.174,118.112,118.157,118.155,118.196,118.133,868
2020-04-08 20:45:00,118.132,118.129,118.15,118.092,118.155,118.217,118.226,118.133,1507
2020-04-08 21:00:00,118.129,118.127,118.127,118.122,118.217,118.23,118.23,118.215,3
2020-04-08 21:15:00,118.127,118.102,118.102,118.102,118.23,118.203,118.205,118.203,2
